id_produto,nome_produto,categoria,marca,preco,classificacao_media,qtd_avaliacoes,qtd_estoque,desconto_pct,destaque,peso_kg
P0555,SoundWave_Software #555,Software,SoundWave,42.29,3.3,404,701,5,0,0.96
P0556,WorkSmart_Pet_Shop #556,Pet_Shop,WorkSmart,47.28,4.4,420,781,0,0,1.2
P0557,WorkSmart_Material_Escritorio #557,Material_Escritorio,WorkSmart,19.71,2.0,499,44,0,0,0.53
P0558,PureBrand_Beleza #558,Beleza,PureBrand,53.77,3.9,437,552,50,0,1.0
P0559,WorkSmart_Beleza #559,Beleza,WorkSmart,27.54,4.5,103,51,0,0,1.78
P0560,PureBrand_Roupas #560,Roupas,PureBrand,55.3,5.0,103,29,15,1,2.42
P0561,FreshMarket_Brinquedos #561,Brinquedos,FreshMarket,18.16,4.1,385,209,0,0,0.65
P0562,NovaTech_Casa_Jardim #562,Casa_Jardim,NovaTech,98.63,5.0,237,200,0,0,0.12
P0563,ReadMore_Material_Escritorio #563,Material_Escritorio,ReadMore,19.48,3.8,445,583,0,0,2.0
P0564,HomeEssentials_Roupas #564,Roupas,HomeEssentials,47.95,4.3,21,828,0,0,0.53
P0565,PetLife_Joias #565,Joias,PetLife,143.41,4.6,144,635,0,0,2.32
P0566,NovaTech_Eletronicos #566,Eletronicos,NovaTech,251.42,2.1,101,843,20,0,0.22
P0567,FreshMarket_Software #567,Software,FreshMarket,45.86,4.4,324,356,0,0,1.38
P0568,FreshMarket_Software #568,Software,FreshMarket,24.94,3.9,367,904,0,0,0.81
P0569,StyleMax_Livros #569,Livros,StyleMax,14.18,4.0,124,244,0,0,0.64
P0570,PetLife_Joias #570,Joias,PetLife,75.19,4.7,414,738,0,0,4.27
P0571,NovaTech_Livros #571,Livros,NovaTech,15.11,3.4,33,164,0,0,0.48
P0572,PlayTime_Alimentos #572,Alimentos,PlayTime,10.79,3.8,4,580,30,0,3.89
P0573,AutoParts_Joias #573,Joias,AutoParts,168.25,4.1,288,301,0,0,8.78
P0574,PlayTime_Livros #574,Livros,PlayTime,19.59,4.1,475,614,0,0,0.28
P0575,FitGear_Brinquedos #575,Brinquedos,FitGear,20.99,2.1,145,453,0,0,0.4
P0576,ReadMore_Beleza #576,Beleza,ReadMore,42.41,4.3,293,111,0,0,0.85
P0577,DigiTools_Esportes #577,Esportes,DigiTools,102.61,4.6,431,599,0,0,0.8
P0578,WellBeing_Brinquedos #578,Brinquedos,WellBeing,18.17,2.8,50,744,0,0,3.02
P0579,UrbanStyle_Roupas #579,Roupas,UrbanStyle,40.12,3.2,479,870,20,0,3.01
P0580,FitGear_Alimentos #580,Alimentos,FitGear,8.55,4.7,310,911,20,0,0.61
P0581,GlowUp_Casa_Jardim #581,Casa_Jardim,GlowUp,72.03,3.2,88,634,0,0,0.46
P0582,SoundWave_Esportes #582,Esportes,SoundWave,141.74,5.0,254,643,0,0,0.72
P0583,NovaTech_Esportes #583,Esportes,NovaTech,90.3,3.3,75,546,0,0,1.24
P0584,HomeEssentials_Alimentos #584,Alimentos,HomeEssentials,10.23,4.6,15,933,25,0,0.32
P0585,PetLife_Eletronicos #585,Eletronicos,PetLife,275.42,3.2,100,345,0,0,0.28
P0586,HomeEssentials_Eletronicos #586,Eletronicos,HomeEssentials,370.45,4.7,431,498,0,0,0.47
P0587,GlowUp_Software #587,Software,GlowUp,22.16,4.0,232,431,0,0,0.63
P0588,TechPro_Software #588,Software,TechPro,30.36,4.0,171,329,0,0,0.69
P0589,DigiTools_Material_Escritorio #589,Material_Escritorio,DigiTools,31.86,3.0,159,644,0,0,0.13
P0590,SoundWave_Roupas #590,Roupas,SoundWave,21.55,3.8,463,59,0,0,0.65
P0591,ShineOn_Joias #591,Joias,ShineOn,93.29,3.4,320,637,0,1,0.27
P0592,NovaTech_Joias #592,Joias,NovaTech,129.37,3.3,488,836,0,0,1.07
P0593,NovaTech_Brinquedos #593,Brinquedos,NovaTech,29.36,4.9,232,211,0,0,0.28
P0594,WellBeing_Roupas #594,Roupas,WellBeing,42.93,5.0,372,239,50,0,1.38
P0595,ClassicCo_Software #595,Software,ClassicCo,99.46,3.4,10,809,0,0,0.84
P0596,StyleMax_Musica #596,Musica,StyleMax,27.32,4.1,340,295,30,0,4.14
P0597,ShineOn_Brinquedos #597,Brinquedos,ShineOn,75.32,4.8,374,829,0,0,1.33
P0598,EcoLiving_Brinquedos #598,Brinquedos,EcoLiving,14.28,3.3,439,627,0,0,0.82
P0599,ShineOn_Beleza #599,Beleza,ShineOn,23.06,3.1,176,981,0,0,0.95
P0600,FreshMarket_Material_Escritorio #600,Material_Escritorio,FreshMarket,19.35,3.8,279,477,10,0,1.05
P0601,FitGear_Saude #601,Saude,FitGear,67.1,4.0,331,894,50,0,0.55
P0602,TechPro_Alimentos #602,Alimentos,TechPro,17.39,1.8,367,922,0,0,0.77
P0603,DigiTools_Material_Escritorio #603,Material_Escritorio,DigiTools,16.33,4.0,420,101,15,0,0.6
P0604,TechPro_Material_Escritorio #604,Material_Escritorio,TechPro,12.26,4.4,171,216,0,0,0.7
P0605,UrbanStyle_Esportes #605,Esportes,UrbanStyle,29.01,4.2,54,434,50,0,0.63
P0606,NovaTech_Automotivo #606,Automotivo,NovaTech,191.29,3.8,480,272,50,0,0.69
P0607,PureBrand_Eletronicos #607,Eletronicos,PureBrand,197.64,2.8,297,57,40,0,0.95
P0608,GlowUp_Beleza #608,Beleza,GlowUp,33.14,4.2,82,971,0,0,1.73
P0609,FitGear_Roupas #609,Roupas,FitGear,27.37,3.2,466,768,0,0,2.49
P0610,DigiTools_Esportes #610,Esportes,DigiTools,50.79,3.7,492,350,0,0,0.53
P0611,PetLife_Livros #611,Livros,PetLife,9.77,3.8,67,872,0,0,0.24
P0612,FitGear_Eletronicos #612,Eletronicos,FitGear,213.61,4.6,459,932,0,1,2.18
P0613,PureBrand_Roupas #613,Roupas,PureBrand,38.11,4.6,303,489,0,0,8.62
P0614,AutoParts_Joias #614,Joias,AutoParts,62.97,4.2,88,133,5,0,1.68
P0615,DigiTools_Alimentos #615,Alimentos,DigiTools,21.84,3.8,108,185,50,0,0.71
P0616,GlowUp_Saude #616,Saude,GlowUp,66.36,4.6,98,826,5,0,1.24
P0617,PlayTime_Beleza #617,Beleza,PlayTime,38.44,3.1,213,459,0,0,1.16
P0618,PureBrand_Eletronicos #618,Eletronicos,PureBrand,81.51,3.5,401,508,0,0,0.96
P0619,TechPro_Saude #619,Saude,TechPro,20.64,5.0,365,131,25,0,0.4
P0620,WorkSmart_Brinquedos #620,Brinquedos,WorkSmart,15.05,5.0,219,33,0,0,2.67
P0621,PureBrand_Alimentos #621,Alimentos,PureBrand,30.73,2.4,420,90,0,1,0.45
P0622,PureBrand_Roupas #622,Roupas,PureBrand,76.44,3.6,483,702,0,0,2.6
P0623,ShineOn_Livros #623,Livros,ShineOn,29.59,4.5,462,122,0,0,1.71
P0624,StyleMax_Material_Escritorio #624,Material_Escritorio,StyleMax,13.76,4.1,117,840,0,1,4.1
P0625,UrbanStyle_Brinquedos #625,Brinquedos,UrbanStyle,11.61,3.7,401,101,0,0,2.04
P0626,FitGear_Automotivo #626,Automotivo,FitGear,133.0,3.0,87,182,0,0,0.1
P0627,StyleMax_Saude #627,Saude,StyleMax,11.26,3.4,434,892,25,0,0.24
P0628,ShineOn_Alimentos #628,Alimentos,ShineOn,12.5,3.1,149,531,0,0,1.06
P0629,PetLife_Alimentos #629,Alimentos,PetLife,16.23,4.9,45,30,0,1,5.31
P0630,GlowUp_Alimentos #630,Alimentos,GlowUp,6.85,3.2,1,193,0,0,0.67
P0631,NovaTech_Brinquedos #631,Brinquedos,NovaTech,53.18,4.1,350,282,0,0,0.25
P0632,ShineOn_Automotivo #632,Automotivo,ShineOn,69.38,4.3,129,268,0,0,2.2
P0633,ShineOn_Beleza #633,Beleza,ShineOn,35.32,3.7,348,205,0,0,5.09
P0634,ReadMore_Brinquedos #634,Brinquedos,ReadMore,32.63,3.8,172,346,0,0,0.45
P0635,FreshMarket_Saude #635,Saude,FreshMarket,38.48,2.8,43,445,0,0,0.58
P0636,PetLife_Musica #636,Musica,PetLife,13.59,3.5,186,88,10,0,5.1
P0637,GlowUp_Saude #637,Saude,GlowUp,23.33,3.5,168,255,0,0,0.28
P0638,PetLife_Material_Escritorio #638,Material_Escritorio,PetLife,24.2,3.3,214,983,0,0,0.34
P0639,StyleMax_Automotivo #639,Automotivo,StyleMax,109.48,5.0,176,250,0,0,0.34
P0640,SoundWave_Roupas #640,Roupas,SoundWave,73.38,5.0,193,160,0,0,1.18
P0641,TechPro_Material_Escritorio #641,Material_Escritorio,TechPro,18.57,4.6,323,892,0,0,0.75
P0642,EcoLiving_Automotivo #642,Automotivo,EcoLiving,83.25,5.0,197,81,0,0,0.54
P0643,PlayTime_Beleza #643,Beleza,PlayTime,19.3,3.3,271,661,30,0,2.39
P0644,NovaTech_Saude #644,Saude,NovaTech,58.36,3.8,117,61,0,0,2.26
P0645,PetLife_Pet_Shop #645,Pet_Shop,PetLife,16.37,3.1,468,296,20,0,4.23
P0646,FreshMarket_Software #646,Software,FreshMarket,67.14,4.1,481,679,0,1,1.05
P0647,ClassicCo_Musica #647,Musica,ClassicCo,29.88,3.1,71,321,0,0,2.15
P0648,ShineOn_Brinquedos #648,Brinquedos,ShineOn,41.16,3.0,425,620,0,0,0.32
P0649,PureBrand_Roupas #649,Roupas,PureBrand,22.78,1.6,296,369,0,0,2.05
P0650,HomeEssentials_Casa_Jardim #650,Casa_Jardim,HomeEssentials,27.72,4.2,402,343,0,0,2.15
P0651,StyleMax_Musica #651,Musica,StyleMax,11.37,4.7,66,395,0,1,0.45
P0652,PureBrand_Esportes #652,Esportes,PureBrand,29.46,4.7,346,49,0,0,1.82
P0653,GlowUp_Livros #653,Livros,GlowUp,43.12,4.4,429,187,0,0,1.27
P0654,DigiTools_Material_Escritorio #654,Material_Escritorio,DigiTools,24.07,4.5,176,600,0,0,1.58
P0655,TechPro_Casa_Jardim #655,Casa_Jardim,TechPro,31.87,3.6,190,349,0,0,2.57
P0656,HomeEssentials_Roupas #656,Roupas,HomeEssentials,27.36,2.5,488,968,0,0,1.19
P0657,PlayTime_Saude #657,Saude,PlayTime,76.55,3.1,139,874,0,0,3.18
P0658,UrbanStyle_Roupas #658,Roupas,UrbanStyle,85.97,3.8,402,738,0,0,0.33
P0659,SoundWave_Brinquedos #659,Brinquedos,SoundWave,12.89,2.1,141,719,10,0,0.42
P0660,StyleMax_Automotivo #660,Automotivo,StyleMax,117.86,4.5,241,798,0,0,0.85
P0661,WorkSmart_Software #661,Software,WorkSmart,42.72,4.1,59,38,0,0,0.46
P0662,PlayTime_Esportes #662,Esportes,PlayTime,45.16,4.2,448,205,0,0,1.29
P0663,UrbanStyle_Brinquedos #663,Brinquedos,UrbanStyle,12.7,4.5,104,809,0,0,0.71
P0664,StyleMax_Alimentos #664,Alimentos,StyleMax,9.85,2.4,350,920,0,0,0.74
P0665,StyleMax_Automotivo #665,Automotivo,StyleMax,47.66,3.2,192,406,0,0,0.72
P0666,PlayTime_Livros #666,Livros,PlayTime,28.24,2.9,80,534,0,0,1.27
P0667,ShineOn_Casa_Jardim #667,Casa_Jardim,ShineOn,36.97,3.3,17,724,25,0,0.99
P0668,EcoLiving_Saude #668,Saude,EcoLiving,62.47,3.4,67,444,50,0,1.44
P0669,PureBrand_Brinquedos #669,Brinquedos,PureBrand,20.59,2.1,253,393,0,0,0.68
P0670,UrbanStyle_Alimentos #670,Alimentos,UrbanStyle,4.59,4.4,93,993,30,0,0.16
P0671,ReadMore_Saude #671,Saude,ReadMore,25.15,4.9,92,775,0,0,2.09
P0672,FreshMarket_Brinquedos #672,Brinquedos,FreshMarket,13.23,3.2,476,932,30,0,0.46
P0673,PureBrand_Roupas #673,Roupas,PureBrand,55.87,3.5,275,663,10,0,1.32
P0674,PetLife_Beleza #674,Beleza,PetLife,16.25,4.5,33,85,15,0,1.0
P0675,EcoLiving_Material_Escritorio #675,Material_Escritorio,EcoLiving,15.5,3.7,68,672,0,0,9.12
P0676,DigiTools_Automotivo #676,Automotivo,DigiTools,91.03,4.4,262,375,5,0,0.07
P0677,PlayTime_Software #677,Software,PlayTime,26.52,3.0,128,881,0,0,0.52
P0678,AutoParts_Esportes #678,Esportes,AutoParts,96.75,4.5,109,918,0,0,1.45
P0679,WorkSmart_Esportes #679,Esportes,WorkSmart,53.42,4.3,395,825,10,0,0.2
P0680,NovaTech_Pet_Shop #680,Pet_Shop,NovaTech,25.2,3.4,233,541,0,0,0.95
P0681,HomeEssentials_Automotivo #681,Automotivo,HomeEssentials,36.33,3.8,497,492,0,0,0.19
P0682,ReadMore_Casa_Jardim #682,Casa_Jardim,ReadMore,44.6,2.1,336,307,5,1,0.99
P0683,SoundWave_Automotivo #683,Automotivo,SoundWave,67.14,3.8,174,661,0,0,1.03
P0684,ShineOn_Joias #684,Joias,ShineOn,46.84,3.8,404,618,0,0,2.03
P0685,PetLife_Joias #685,Joias,PetLife,133.18,3.7,236,378,0,0,1.31
P0686,WellBeing_Material_Escritorio #686,Material_Escritorio,WellBeing,19.5,3.1,371,958,0,0,0.38
P0687,ReadMore_Casa_Jardim #687,Casa_Jardim,ReadMore,37.29,4.9,220,659,10,0,1.05
P0688,FitGear_Alimentos #688,Alimentos,FitGear,9.67,4.8,0,277,0,0,1.37
P0689,WellBeing_Saude #689,Saude,WellBeing,34.07,3.8,179,266,0,0,0.4
P0690,StyleMax_Pet_Shop #690,Pet_Shop,StyleMax,64.65,4.3,105,144,0,0,2.63
P0691,PureBrand_Material_Escritorio #691,Material_Escritorio,PureBrand,23.3,2.3,129,572,0,0,1.75
P0692,PureBrand_Casa_Jardim #692,Casa_Jardim,PureBrand,38.15,2.9,195,426,0,0,0.2
P0693,PureBrand_Material_Escritorio #693,Material_Escritorio,PureBrand,13.66,3.4,321,814,5,0,1.02
P0694,SoundWave_Roupas #694,Roupas,SoundWave,34.98,3.0,411,94,0,0,0.35
P0695,EcoLiving_Automotivo #695,Automotivo,EcoLiving,101.58,4.8,117,504,0,0,0.14
P0696,FitGear_Pet_Shop #696,Pet_Shop,FitGear,28.96,3.3,296,98,0,0,0.56
P0697,HomeEssentials_Pet_Shop #697,Pet_Shop,HomeEssentials,30.12,2.8,224,682,0,1,0.68
P0698,SoundWave_Alimentos #698,Alimentos,SoundWave,10.86,5.0,29,565,0,0,8.33
P0699,FreshMarket_Saude #699,Saude,FreshMarket,15.27,5.0,197,287,0,0,0.58
P0700,NovaTech_Roupas #700,Roupas,NovaTech,56.02,4.6,359,991,0,1,1.03
P0701,ShineOn_Eletronicos #701,Eletronicos,ShineOn,128.89,2.4,373,819,0,0,1.34
P0702,FitGear_Casa_Jardim #702,Casa_Jardim,FitGear,74.59,5.0,384,195,0,0,0.69
P0703,ReadMore_Alimentos #703,Alimentos,ReadMore,6.15,5.0,408,472,0,0,1.3
P0704,FitGear_Musica #704,Musica,FitGear,16.97,2.4,261,688,0,1,0.48
P0705,ClassicCo_Saude #705,Saude,ClassicCo,48.08,2.0,10,396,20,0,0.33
P0706,ClassicCo_Alimentos #706,Alimentos,ClassicCo,30.78,3.4,184,466,0,0,0.55
P0707,SoundWave_Eletronicos #707,Eletronicos,SoundWave,145.48,4.3,283,30,0,1,0.27
P0708,ShineOn_Livros #708,Livros,ShineOn,29.54,4.9,130,484,0,0,1.79
P0709,GlowUp_Esportes #709,Esportes,GlowUp,79.89,2.5,57,99,0,1,0.91
P0710,GlowUp_Roupas #710,Roupas,GlowUp,35.89,5.0,184,840,0,0,0.6
P0711,ClassicCo_Roupas #711,Roupas,ClassicCo,43.25,2.5,44,124,0,0,1.74
P0712,AutoParts_Alimentos #712,Alimentos,AutoParts,8.74,4.5,402,63,0,0,0.53
P0713,SoundWave_Esportes #713,Esportes,SoundWave,33.26,3.8,169,485,0,0,0.05
P0714,PureBrand_Beleza #714,Beleza,PureBrand,13.9,4.8,298,401,0,1,0.57
P0715,UrbanStyle_Pet_Shop #715,Pet_Shop,UrbanStyle,14.6,4.1,35,77,0,0,2.06
P0716,SoundWave_Esportes #716,Esportes,SoundWave,13.49,3.7,235,580,0,0,2.63
P0717,ShineOn_Pet_Shop #717,Pet_Shop,ShineOn,25.72,4.3,464,620,10,0,0.28
P0718,DigiTools_Musica #718,Musica,DigiTools,36.95,3.2,125,597,0,0,0.53
P0719,PureBrand_Saude #719,Saude,PureBrand,38.26,3.7,346,156,0,1,1.99
P0720,SoundWave_Saude #720,Saude,SoundWave,34.76,2.7,177,32,40,1,0.22
P0721,ClassicCo_Casa_Jardim #721,Casa_Jardim,ClassicCo,42.91,4.4,322,622,50,0,0.7
P0722,NovaTech_Eletronicos #722,Eletronicos,NovaTech,503.13,4.9,491,963,0,0,1.31
P0723,NovaTech_Saude #723,Saude,NovaTech,57.31,4.4,84,512,0,0,3.9
P0724,SoundWave_Material_Escritorio #724,Material_Escritorio,SoundWave,10.32,4.0,62,744,30,0,0.6
P0725,NovaTech_Saude #725,Saude,NovaTech,97.12,3.8,425,284,30,0,0.23
P0726,AutoParts_Automotivo #726,Automotivo,AutoParts,168.0,5.0,254,80,0,0,0.44
P0727,ShineOn_Eletronicos #727,Eletronicos,ShineOn,115.78,4.0,130,464,0,1,10.48
P0728,DigiTools_Material_Escritorio #728,Material_Escritorio,DigiTools,29.01,2.5,288,64,0,0,1.31
P0729,ClassicCo_Material_Escritorio #729,Material_Escritorio,ClassicCo,17.88,4.3,131,460,0,0,3.24
P0730,ReadMore_Automotivo #730,Automotivo,ReadMore,29.33,3.8,223,328,0,0,0.95
P0731,FreshMarket_Alimentos #731,Alimentos,FreshMarket,7.46,5.0,445,132,0,1,0.43
P0732,EcoLiving_Alimentos #732,Alimentos,EcoLiving,17.24,3.8,178,925,0,0,0.33
P0733,StyleMax_Automotivo #733,Automotivo,StyleMax,107.92,2.9,312,463,0,0,0.6
P0734,WorkSmart_Automotivo #734,Automotivo,WorkSmart,312.37,5.0,460,643,0,0,1.97
P0735,AutoParts_Saude #735,Saude,AutoParts,37.65,4.0,333,641,0,0,0.26
P0736,WorkSmart_Esportes #736,Esportes,WorkSmart,19.87,3.3,199,883,0,0,1.97
P0737,HomeEssentials_Eletronicos #737,Eletronicos,HomeEssentials,120.15,5.0,486,693,20,0,0.3
P0738,ShineOn_Alimentos #738,Alimentos,ShineOn,9.4,3.8,222,279,15,0,0.71
P0739,FitGear_Livros #739,Livros,FitGear,12.66,3.4,199,892,50,0,0.9
P0740,HomeEssentials_Casa_Jardim #740,Casa_Jardim,HomeEssentials,49.7,4.6,314,829,0,0,1.75
P0741,PetLife_Joias #741,Joias,PetLife,103.11,4.8,137,722,0,1,0.71
P0742,StyleMax_Material_Escritorio #742,Material_Escritorio,StyleMax,41.18,4.5,244,154,0,0,1.61
P0743,GlowUp_Alimentos #743,Alimentos,GlowUp,14.23,4.9,133,533,5,0,0.7
P0744,ClassicCo_Esportes #744,Esportes,ClassicCo,18.55,2.3,30,980,10,0,1.41
P0745,TechPro_Joias #745,Joias,TechPro,105.02,4.7,99,299,0,1,0.93
P0746,StyleMax_Joias #746,Joias,StyleMax,35.46,3.9,343,897,0,0,1.16
P0747,GlowUp_Livros #747,Livros,GlowUp,10.47,3.9,418,466,0,1,1.14
P0748,FitGear_Alimentos #748,Alimentos,FitGear,27.8,3.4,100,522,0,0,0.86
P0749,PetLife_Software #749,Software,PetLife,17.46,3.5,144,975,0,0,3.06
P0750,FitGear_Material_Escritorio #750,Material_Escritorio,FitGear,51.38,3.8,77,288,0,0,1.73
P0751,AutoParts_Brinquedos #751,Brinquedos,AutoParts,31.32,3.9,58,944,0,0,1.13
P0752,StyleMax_Pet_Shop #752,Pet_Shop,StyleMax,28.37,2.0,96,810,0,0,0.55
P0753,PlayTime_Alimentos #753,Alimentos,PlayTime,5.87,4.4,387,737,0,0,10.71
P0754,GlowUp_Eletronicos #754,Eletronicos,GlowUp,199.82,4.8,380,48,0,0,4.45
P0755,DigiTools_Esportes #755,Esportes,DigiTools,37.35,4.2,481,33,0,0,0.35
P0756,HomeEssentials_Joias #756,Joias,HomeEssentials,55.83,4.5,10,332,0,0,1.75
P0757,GlowUp_Pet_Shop #757,Pet_Shop,GlowUp,22.45,4.6,383,64,0,0,3.33
P0758,EcoLiving_Joias #758,Joias,EcoLiving,279.58,4.2,292,337,0,0,1.57
P0759,DigiTools_Saude #759,Saude,DigiTools,49.62,5.0,166,975,10,0,0.95
P0760,PlayTime_Beleza #760,Beleza,PlayTime,25.7,3.8,83,790,0,0,0.52
P0761,FitGear_Joias #761,Joias,FitGear,103.76,4.8,86,810,50,1,1.54
P0762,NovaTech_Brinquedos #762,Brinquedos,NovaTech,19.29,3.1,254,594,0,0,0.39
P0763,StyleMax_Brinquedos #763,Brinquedos,StyleMax,34.05,3.7,393,488,0,1,0.66
P0764,ClassicCo_Pet_Shop #764,Pet_Shop,ClassicCo,12.94,4.7,66,396,0,0,0.57
P0765,FreshMarket_Joias #765,Joias,FreshMarket,132.15,3.9,331,400,0,0,1.61
P0766,GlowUp_Pet_Shop #766,Pet_Shop,GlowUp,11.14,3.4,79,413,0,0,3.76
P0767,ClassicCo_Brinquedos #767,Brinquedos,ClassicCo,20.74,4.1,98,182,0,0,0.59
P0768,NovaTech_Saude #768,Saude,NovaTech,58.34,4.0,13,48,50,0,0.66
P0769,DigiTools_Esportes #769,Esportes,DigiTools,118.74,3.3,473,518,0,0,3.5
P0770,StyleMax_Beleza #770,Beleza,StyleMax,9.33,3.5,152,519,50,1,0.56
P0771,DigiTools_Software #771,Software,DigiTools,26.47,4.0,296,650,0,0,0.06
P0772,ClassicCo_Software #772,Software,ClassicCo,48.35,1.9,75,187,0,1,6.15
P0773,StyleMax_Esportes #773,Esportes,StyleMax,68.97,4.0,295,128,0,0,2.63
P0774,NovaTech_Esportes #774,Esportes,NovaTech,35.47,3.1,349,951,0,0,2.15
P0775,ReadMore_Casa_Jardim #775,Casa_Jardim,ReadMore,57.03,3.8,198,473,15,0,1.4
P0776,WellBeing_Beleza #776,Beleza,WellBeing,29.44,2.8,289,277,0,0,0.89
P0777,SoundWave_Material_Escritorio #777,Material_Escritorio,SoundWave,18.65,3.5,102,355,0,0,0.15
P0778,PlayTime_Joias #778,Joias,PlayTime,86.19,5.0,220,57,0,0,0.77
P0779,SoundWave_Pet_Shop #779,Pet_Shop,SoundWave,24.78,3.0,291,888,20,0,0.76
P0780,FreshMarket_Automotivo #780,Automotivo,FreshMarket,178.37,3.5,43,802,0,0,0.84
P0781,WorkSmart_Casa_Jardim #781,Casa_Jardim,WorkSmart,53.46,3.7,210,711,25,1,1.71
P0782,StyleMax_Casa_Jardim #782,Casa_Jardim,StyleMax,111.88,2.3,191,793,40,0,4.34
P0783,NovaTech_Joias #783,Joias,NovaTech,87.15,2.6,81,903,0,0,0.89
P0784,FitGear_Pet_Shop #784,Pet_Shop,FitGear,17.44,4.2,45,648,0,0,0.78
P0785,PureBrand_Software #785,Software,PureBrand,43.44,3.3,9,357,0,0,4.32
P0786,GlowUp_Esportes #786,Esportes,GlowUp,21.0,5.0,181,95,0,0,0.43
P0787,ReadMore_Alimentos #787,Alimentos,ReadMore,6.91,3.0,442,162,15,0,0.93
P0788,FreshMarket_Saude #788,Saude,FreshMarket,24.12,5.0,359,444,0,0,0.99
P0789,FitGear_Software #789,Software,FitGear,53.16,2.6,465,830,50,0,0.43
P0790,EcoLiving_Eletronicos #790,Eletronicos,EcoLiving,452.95,3.9,255,337,0,1,0.68
P0791,PureBrand_Casa_Jardim #791,Casa_Jardim,PureBrand,50.01,3.3,50,423,0,0,0.69
P0792,ShineOn_Musica #792,Musica,ShineOn,10.66,4.4,247,946,0,0,2.08
P0793,UrbanStyle_Material_Escritorio #793,Material_Escritorio,UrbanStyle,30.41,3.3,146,573,5,0,0.72
P0794,ClassicCo_Esportes #794,Esportes,ClassicCo,54.8,3.6,309,886,10,0,0.74
P0795,FitGear_Musica #795,Musica,FitGear,32.14,3.7,362,721,0,0,1.54
P0796,PureBrand_Esportes #796,Esportes,PureBrand,81.28,5.0,472,517,0,0,0.59
P0797,ClassicCo_Brinquedos #797,Brinquedos,ClassicCo,33.13,4.9,323,621,0,0,0.39
P0798,NovaTech_Musica #798,Musica,NovaTech,21.5,3.4,300,729,0,0,13.64
P0799,ShineOn_Joias #799,Joias,ShineOn,146.47,3.2,198,802,0,0,0.91
P0800,NovaTech_Joias #800,Joias,NovaTech,141.31,3.3,97,703,0,0,1.21
P0801,PetLife_Automotivo #801,Automotivo,PetLife,128.43,3.1,161,176,5,0,0.74
P0802,DigiTools_Pet_Shop #802,Pet_Shop,DigiTools,39.72,4.6,288,248,0,0,0.21
P0803,DigiTools_Livros #803,Livros,DigiTools,14.49,3.2,493,87,0,0,0.57
P0804,ClassicCo_Livros #804,Livros,ClassicCo,10.01,4.8,301,286,0,0,0.32
P0805,FitGear_Musica #805,Musica,FitGear,18.25,4.7,55,337,0,0,1.66
P0806,TechPro_Pet_Shop #806,Pet_Shop,TechPro,20.43,3.7,57,126,25,0,1.46
P0807,WorkSmart_Beleza #807,Beleza,WorkSmart,18.88,2.6,410,526,0,0,1.72
P0808,UrbanStyle_Casa_Jardim #808,Casa_Jardim,UrbanStyle,133.37,4.6,420,935,0,0,0.36
P0809,WorkSmart_Eletronicos #809,Eletronicos,WorkSmart,198.87,3.0,192,755,0,0,0.13
P0810,FreshMarket_Material_Escritorio #810,Material_Escritorio,FreshMarket,11.83,3.8,149,864,25,0,0.1
P0811,FreshMarket_Livros #811,Livros,FreshMarket,29.3,5.0,6,790,0,0,1.43
P0812,ShineOn_Material_Escritorio #812,Material_Escritorio,ShineOn,21.18,1.9,401,865,0,0,0.65
P0813,StyleMax_Pet_Shop #813,Pet_Shop,StyleMax,41.11,3.6,399,568,0,0,0.27
P0814,UrbanStyle_Brinquedos #814,Brinquedos,UrbanStyle,20.79,3.3,324,482,0,0,1.66
P0815,WorkSmart_Saude #815,Saude,WorkSmart,47.12,3.4,487,773,0,0,2.29
P0816,SoundWave_Musica #816,Musica,SoundWave,24.78,2.7,95,597,0,0,0.9
P0817,HomeEssentials_Saude #817,Saude,HomeEssentials,36.88,5.0,414,572,0,0,0.54
P0818,NovaTech_Musica #818,Musica,NovaTech,13.15,3.9,484,848,0,0,0.77
P0819,ShineOn_Roupas #819,Roupas,ShineOn,54.98,2.4,310,243,20,0,3.09
P0820,ReadMore_Saude #820,Saude,ReadMore,47.24,4.1,328,71,0,0,2.76
P0821,NovaTech_Pet_Shop #821,Pet_Shop,NovaTech,13.71,4.7,372,747,10,0,0.76
P0822,PetLife_Saude #822,Saude,PetLife,117.45,3.9,175,703,0,0,1.1
P0823,DigiTools_Automotivo #823,Automotivo,DigiTools,180.65,5.0,139,596,0,1,50.0
P0824,EcoLiving_Automotivo #824,Automotivo,EcoLiving,86.07,2.3,328,166,0,0,7.95
P0825,WorkSmart_Roupas #825,Roupas,WorkSmart,68.94,4.9,138,567,0,0,1.01
P0826,PlayTime_Alimentos #826,Alimentos,PlayTime,11.9,3.6,382,488,25,0,4.02
P0827,AutoParts_Brinquedos #827,Brinquedos,AutoParts,18.22,3.1,429,809,0,1,1.41
P0828,UrbanStyle_Joias #828,Joias,UrbanStyle,144.76,4.6,258,249,0,0,4.24
P0829,ShineOn_Esportes #829,Esportes,ShineOn,33.25,4.4,295,38,0,0,0.47
P0830,StyleMax_Brinquedos #830,Brinquedos,StyleMax,30.09,5.0,46,676,40,0,2.02
P0831,NovaTech_Saude #831,Saude,NovaTech,25.17,5.0,223,231,0,0,2.68
P0832,WorkSmart_Casa_Jardim #832,Casa_Jardim,WorkSmart,39.46,3.9,497,357,0,0,0.95
